614, 996, 1842
725, 1430, 1998
725, 1430, 1998
447, 1582, 1998
15, 1479, 1998
-102, 1131, 1882
0, 710, 1300
-,-,-
-105, 1994, 1706
5, 1776, 468
-316, 1409, 292
-246, 872, 1108
490, 66, 1523
1417, -1039, 1668
1966, -1928, 815
1975, -1998, -676
1592, -1998, -877
1136, -1998, -1006
1044, -1998, -518
679, -1461, 377
262, -590, 497
243, 129, 896
243, 129, 896
256, 785, 1497
368, 1227, 1769
297, 1470, 1950
105, 1515, 1998
-114, 1383, 1975
-40, 1038, 1629
195, 728, 1311
-,-,-
148, 1148, 1285
249, 540, 1446
897, -333, 1188
1820, -1361, 696
1937, -1961, 178
1874, -1998, -637
1418, -1998, -1249
683, -1989, -942
262, -1486, -555
249, -893, 42
249, -893, 42
304, -396, 420
363, 74, 979
230, 541, 1625
116, 789, 1868
116, 789, 1868
93, 888, 1975
166, 897, 1998
210, 811, 1992
139, 703, 1893
27, 518, 1356
27, 518, 1173
124, 253, 1173
359, 28, 1237
505, -120, 1103
479, -217, 1075
418, -260, 1134
-,-,-
351, 829, 1019
736, 291, 1148
736, 291, 1148
841, -184, 1291
1076, -635, 995
1355, -1066, 742
1251, -1374, 855
916, -1541, 788
639, -1670, 650
600, -1780, 9
625, -1798, -793
421, -1547, -929
180, -1074, -1082
290, -558, -454
586, -48, 466
586, -48, 466
775, 443, 1369
759, 849, 1976
370, 1140, 1998
89, 1171, 1998
-85, 1068, 1994
-55, 860, 1865
-55, 860, 1865
122, 582, 1654
302, 307, 1438
472, 71, 1274
664, -116, 1234
-,-,-
295, 1274, 769
295, 1274, 769
59, 1610, 1368
-332, 1852, 1896
-284, 1777, 1439
0, 1454, 1341
407, 858, 1415
481, 1, 1249
752, -868, 1292
752, -868, 1292
919, -1653, 241
1144, -1998, -404
1021, -1998, -1410
295, -1998, -1991
182, -1998, -1997
393, -1583, -1546
385, -454, -109
545, 568, 1042
858, 1340, 1795
718, 1829, 1998
372, 1979, 1998
29, 1751, 1998
-148, 1319, 1897
0, 773, 1224
0, 773, 1224
271, 280, 984
468, -55, 1096
-,-,-
-173, 1652, 1348
-410, 1876, 1195
-394, 1887, 1381
-120, 1613, 1561
-186, 1159, 1700
122, 228, 1117
1022, -973, 1004
1900, -1930, 180
659, -1998, -1374
427, -1998, -1816
898, -1998, -1997
596, -1998, -1905
321, -1315, -1311
737, -197, 173
737, -197, 1392
978, 869, 1392
659, 1691, 1998
201, 1955, 1998
129, 1797, 1998
407, 1514, 1998
502, 1124, 1998
418, 643, 1674
-,-,-
-950, 1889, 1429
-1035, 1511, 1991
-297, 374, 1389
-297, 374, 1389
414, -977, 82
1269, -1983, -1064
1842, -1998, -1935
1802, -1998, -1997
1552, -1998, -1703
1147, -1575, 122
683, -300, 1448
640, 698, 1985
441, 1378, 1998
99, 1742, 1998
-242, 1744, 1998
-280, 1456, 1987
-96, 1005, 1673
132, 596, 1205
-,-,-
-726, 1859, 1267
180, 927, 1339
857, -162, 1378
1865, -1473, 375
1998, -1998, -974
1808, -1998, -1647
874, -1998, -1167
-22, -1889, -703
21, -1494, -110
352, -1172, 582
569, -886, 574
507, -430, 568
269, 104, 1126
269, 104, 1126
191, 503, 1642
231, 770, 1876
224, 884, 1998
229, 871, 1998
228, 754, 1998
215, 581, 1968
215, 581, 1968
-,-,-
-682, 1990, 1734
-607, 1997, 1929
273, 1854, 1589
597, 1256, 1460
65, 543, 1770
-177, -173, 1169
552, -1098, -50
552, -1098, -50
1527, -1978, -1058
1245, -1998, -1995
284, -1998, -1984
737, -1718, -982
737, -1718, -982
898, -577, 456
917, 558, 1501
961, 1456, 1993
462, 1941, 1998
108, 1930, 1998
-40, 1499, 1998
87, 889, 1246
296, 324, 612
296, 324, 612
528, -66, 936
574, -340, 1111
652, -510, 1197
-,-,-
-350, 1665, 1440
-534, 1277, 1582
-117, 486, 1636
811, -609, 1504
811, -609, 1504
1769, -1689, 893
1725, -1998, -1286
1259, -1998, -1997
889, -1998, -803
549, -1980, -803
115, -1253, -218
116, -422, 292
502, 230, 1207
713, 831, 1818
632, 1322, 1998
152, 1486, 1998
-199, 1370, 1998
-170, 1035, 1630
189, 696, 1221
371, 468, 1226
371, 468, 1226
292, 316, 1198
-,-,-
-202, 1578, 1662
-102, 1505, 912
-102, 1505, 912
-258, 1321, 818
-399, 1063, 1128
-223, 564, 1331
452, -283, 874
1260, -1368, 9
1461, -1994, -645
819, -1998, -1750
583, -1998, -1958
918, -1998, -1003
501, -1693, -135
204, -791, -25
808, 9, 249
808, 9, 249
961, 899, 1646
542, 1533, 1998
250, 1684, 1998
94, 1542, 1998
74, 1258, 1920
-129, 911, 922
-129, 911, 922
93, 440, 1574
372, 66, 980
573, -184, 829
-,-,-
-76, 1651, 1438
-64, 1839, 1489
-136, 1920, 1282
-1, 1643, 889
-1, 1643, 889
79, 1060, 1122
227, 167, 1475
666, -920, 907
1441, -1913, 801
1596, -1998, -14
992, -1998, -1286
559, -1998, -1988
155, -1991, -1997
45, -1193, -1427
459, 96, -111
